"title","totalScore","reviewsCount","reviewsDistribution","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","reviewsTags/0/count","reviewsTags/0/title","reviewsTags/1/count","reviewsTags/1/title","reviewsTags/2/count","reviewsTags/2/title","reviewsTags/3/count","reviewsTags/3/title","reviewsTags/4/count","reviewsTags/4/title","reviewsTags/5/count","reviewsTags/5/title","reviewsTags/6/count","reviewsTags/6/title","reviewsTags/7/count","reviewsTags/7/title","reviewsTags/8/count","reviewsTags/8/title","reviewsTags/9/count","reviewsTags/9/title"
"Levi's Exclusive Store","3.8","27",,"15","3","6","3","0",,,,,,,,,,,,,,,,,,,,
"Levi's","1","2",,"0","0","2","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.5","11",,"7","3","0","1","0",,,,,,,,,,,,,,,,,,,,
"Cimaya Streetwear & Game Lounge Susuwahi - BHU","4.3","106",,"72","17","7","5","5","10","experience","6","behaviour","4","gaming","4","the souled store","3","anime","3","budget","2","t-shirts","2","pool","2","levi's","2","jerseys"
"Exclusive Levi's store","3.7","3",,"2","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","5","3",,"3","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","59",,"24","18","2","7","8","2","denims","2","service",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","144",,"68","39","10","22","5","2","behavior","2","jeans",,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.6","23",,"19","2","2","0","0","3","experience","2","salesperson","2","jeans","2","selection",,,,,,,,,,,,
"Levi's Store","3.9","24",,"11","6","2","3","2",,,,,,,,,,,,,,,,,,,,
"LEVI'S OUTLET SODEPUR","4.9","45",,"41","3","0","1","0","7","behaviour","6","experience","5","discounts","3","jeans","3","prices",,,,,,,,,,
"Levi's Exclusive Store","4.2","25",,"12","10","2","1","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","5",,"4","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Thrift Garage","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.6","96",,"44","18","23","9","2","7","service","7","experience","3","security","3","bag","2","denim","2","management","2","behaviour","2","choices",,,,
"Levi's Exclusive Store","3.5","6",,"2","1","1","2","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.9","141",,"53","46","10","28","4","3","experience","2","showroom","2","jeans","2","manners",,,,,,,,,,,,
"Levi's Exclusive Store","4.1","43",,"21","15","4","1","2",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","121",,"56","36","11","17","1","4","jeans","3","colour","2","costs","2","brand",,,,,,,,,,,,
"Levi's Exclusive Store","4.2","110",,"67","18","5","12","8","3","jeans","3","brand","3","experience","2","sales","2","price",,,,,,,,,,
"Levis Factory Outlet","4.7","3",,"2","1","0","0","0",,,,,,,,,,,,,,,,,,,,
"levis","4.4","63",,"46","6","6","5","0","2","service",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","45",,"27","9","8","1","0","2","showroom","2","behavior","2","exchange","2","brand",,,,,,,,,,,,
"Levi's Exclusive Store","4.1","76",,"46","9","7","11","3",,,,,,,,,,,,,,,,,,,,
"Levi's","3","2",,"1","0","1","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","10",,"6","2","2","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.8","22",,"13","3","6","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.5","151",,"114","22","9","6","0","9","service","4","experience","3","shipra mall","3","denim","3","happy","2","discount","2","brand","2","price",,,,
"Levi's Exclusive Store",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.1","51",,"33","7","8","2","1","4","experience","3","choices","2","atmosphere","2","salesperson","2","mani square","2","nice store","2","knowledge",,,,,,
"Levi's Exclusive Store - Durgapur","4.2","75",,"41","23","6","4","1","3","jeans","2","adidas","2","market","2","outlet","2","service",,,,,,,,,,
"Levi’s Store","5","1",,"1","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4.2","76",,"41","24","5","4","2","3","brand",,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","4","44",,"20","12","3","7","2","2","customer service","2","sale","2","experience","2","price",,,,,,,,,,,,
"Levi's Exclusive Store","3.3","84",,"33","11","25","10","5","5","experience","5","jeans","3","know how","3","showroom","3","sales","3","behaviour",,,,,,,,
"Levi's Exclusive Store - Joy Street, Gurgaon","2.3","3",,"1","0","2","0","0",,,,,,,,,,,,,,,,,,,,
"Levi's Exclusive Store","3.4","40",,"22","2","15","0","1","7","jeans","7","experience","4","sell","3","discount","3","brand","2","customer service","2","behaviour",,,,,,
